bin	sub	contig	type	start	end	strand	prot	prot_abrv	prot_name	prot_db
OWC_0659	Wadjet_II	OWC_0659_k121_264998	cds	2590	3798	+	CAGNED_00190		TIGR02678 family protein	SO:0001217, UniRef:UniRef50_A0A024Z0G8
OWC_0659	Wadjet_II	OWC_0659_k121_264998	cds	3795	7835	+	CAGNED_00195		TIGR02680 family protein	SO:0001217, UniRef:UniRef50_A0A7J9WIA1
OWC_0659	Wadjet_II	OWC_0659_k121_264998	cds	7943	9067	+	CAGNED_00200		TIGR02679 family protein	SO:0001217, UniRef:UniRef50_A0A285VM12
OWC_0659	CAS_Class1-Subtype-I-G	OWC_0659_k121_1600433	cds	944	1243	-	CAGNED_01340		CRISPR-associated endoribonuclease Cas2	SO:0001217, UniRef:UniRef50_A0A3N4D5W4
OWC_0659	CAS_Class1-Subtype-I-G	OWC_0659_k121_1600433	cds	1240	2892	-	CAGNED_01345		CRISPR-associated endonuclease Cas1	SO:0001217, UniRef:UniRef50_A0A2I1PAC1
OWC_0659	CAS_Class1-Subtype-I-G	OWC_0659_k121_1600433	cds	2889	4259	-	CAGNED_01350		Type I-U CRISPR-associated protein Cas5/Cas6	SO:0001217, UniRef:UniRef50_A0A951NCL2
OWC_0659	CAS_Class1-Subtype-I-G	OWC_0659_k121_1600433	cds	4256	5230	-	CAGNED_01355		Type I-U CRISPR-associated protein Cas7	SO:0001217, UniRef:UniRef50_A0A3M1CXZ9
OWC_0659	CAS_Class1-Subtype-I-G	OWC_0659_k121_1600433	cds	5217	7409	-	CAGNED_01360		Type I-U CRISPR-associated protein Csx17	SO:0001217, UniRef:UniRef50_A0A951NCF7
OWC_0659	CAS_Class1-Subtype-I-G	OWC_0659_k121_1600433	cds	7406	9799	-	CAGNED_01365		DEAD/DEAH box helicase	SO:0001217, UniRef:UniRef50_A0A951TLD4
OWC_0659	Wadjet_I	OWC_0659_k121_7406834	cds	81112	82647	+	CAGNED_06795		hypothetical protein	
OWC_0659	Wadjet_I	OWC_0659_k121_7406834	cds	82644	83519	+	CAGNED_06800		hypothetical protein	
OWC_0659	Wadjet_I	OWC_0659_k121_7406834	cds	83516	86959	+	CAGNED_06805		hypothetical protein	PFAM:PF04310.16, PFAM:PF13476.10, PFAM:PF13555.10, PFAM:PF13558.10
OWC_0659	Wadjet_I	OWC_0659_k121_7406834	cds	86956	88185	+	CAGNED_06810		hypothetical protein	PFAM:PF09983.13, PFAM:PF11795.12
OWC_0659	RM_Type_IIG	OWC_0659_k121_13735257	cds	76938	79757	-	CAGNED_11770		Class I SAM-dependent DNA methyltransferase	SO:0001217, UniRef:UniRef50_A0A0M2K389
OWC_0659	RosmerTA	OWC_0659_k121_13735257	cds	85583	86686	-	CAGNED_11795		XRE family transcriptional regulator	SO:0001217, UniRef:UniRef50_A0A6F8YJ09
OWC_0659	RosmerTA	OWC_0659_k121_13735257	cds	86683	87267	-	CAGNED_11800		hypothetical protein	
OWC_0659	Thoeris_I	OWC_0659_k121_17840793	cds	130	1116	+	CAGNED_14615		hypothetical protein	
OWC_0659	Thoeris_I	OWC_0659_k121_17840793	cds	1134	1574	+	CAGNED_14620	thsB	Thoeris protein ThsB TIR-like domain-containing protein	SO:0001217, UniRef:UniRef50_A0A9D5IVW6
OWC_0659	AbiE	OWC_0659_k121_19253362	cds	13960	14748	-	CAGNED_15150		Nucleotidyl transferase AbiEii toxin, Type IV TA system	SO:0001217, UniRef:UniRef50_A0A2H6H8V4
OWC_0659	AbiE	OWC_0659_k121_19253362	cds	14745	15551	-	CAGNED_15155		AbiEi antitoxin C-terminal domain-containing protein	SO:0001217, UniRef:UniRef50_A0A7K0NZY1
OWC_0662	SoFic	OWC_0662_k121_1949055	cds	641	1753	-	CHMIBA_01855		Protein adenylyltransferase	SO:0001217, UniRef:UniRef50_A0A1B4XFZ0
OWC_0662	AbiE	OWC_0662_k121_8735789	cds	1891	2538	+	CHMIBA_06900		AbiEi antitoxin C-terminal domain-containing protein	SO:0001217, UniRef:UniRef50_A0A6B1FDC4
OWC_0662	AbiE	OWC_0662_k121_8735789	cds	2535	3341	+	CHMIBA_06905		Nucleotidyl transferase AbiEii/AbiGii toxin family protein	SO:0001217, UniRef:UniRef50_A7NJN2
OWC_0662	MazEF	OWC_0662_k121_14278114	cds	5409	5744	-	CHMIBA_09635		mRNA interferase	SO:0001217, UniRef:UniRef50_A0A1C6AUB3
OWC_0662	MazEF	OWC_0662_k121_14278114	cds	5745	5993	-	CHMIBA_09640		SpoVT-AbrB domain-containing protein	SO:0001217, UniRef:UniRef50_A0A101G121
OWC_0662	AbiU	OWC_0662_k121_14854651	cds	2143	3957	-	CHMIBA_09790		Abortive phage resistance protein	SO:0001217, UniRef:UniRef50_A0A2W4SQW0
OWC_0662	RM_Type_IIG	OWC_0662_k121_20391616	cds	25	2157	+	CHMIBA_11530		Methyltransferase domain	SO:0001217, UniRef:UniRef50_A0A023X3I5
OWC_0662	pAgo_S2B	OWC_0662_k121_27291262	cds	5125	6600	-	CHMIBA_12920		Protein argonaute	SO:0001217, UniRef:UniRef50_A0A1C4L925
OWC_0662	pAgo_S2B	OWC_0662_k121_27291262	cds	6542	7861	-	CHMIBA_12925		hypothetical protein	
OWC_0663	SoFic	OWC_0663_k121_425932	cds	1998	3269	-	BPBJLD_00915		hypothetical protein	
OWC_0663	RM_Type_II	OWC_0663_k121_353025	cds	2504	3331	+	BPBJLD_01105		hypothetical protein	
OWC_0663	RM_Type_II	OWC_0663_k121_353025	cds	3349	4236	+	BPBJLD_01110		Type-2 restriction enzyme	SO:0001217, UniRef:UniRef50_M1LX50
OWC_0667	SoFic	OWC_0667_k121_1622251	cds	1548	2720	-	PMOENC_02235		Fic family protein	SO:0001217, UniRef:UniRef50_A0A840II68
OWC_0669	SoFic	OWC_0669_scaffold05156	cds	8459	9631	-	IEENML_05440		Fic family protein	SO:0001217, UniRef:UniRef50_U5VUM7
OWC_0669	SoFic	OWC_0669_scaffold09754	cds	3006	4166	+	IEENML_08435		Protein adenylyltransferase	SO:0001217, UniRef:UniRef50_A0A1B4XFZ0
OWC_0671	DarTG	OWC_0671_k121_824964	cds	1391	2005	+	PNGENM_01315		DUF4433 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A7V9CW80
OWC_0671	DarTG	OWC_0671_k121_824964	cds	2009	3058	+	PNGENM_01320		Appr-1-p processing protein	SO:0001217, UniRef:UniRef50_A0A1G7XWK1
OWC_0671	SoFic	OWC_0671_k121_2401787	cds	9151	10239	+	PNGENM_04235		Fic family protein	SO:0001217, UniRef:UniRef50_A0A537J3Y5
OWC_0682	CBASS_II	OWC_0682_k121_17659925	cds	435	1370	+	JDEBPH_14125		hypothetical protein	PFAM:PF18144.5, SO:0001217, UniRef:UniRef50_A0A9X7J6R1
OWC_0682	CBASS_II	OWC_0682_k121_17659925	cds	1469	2062	+	JDEBPH_14135		SLATT domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3A8P9Z2
OWC_0682	CBASS_II	OWC_0682_k121_17659925	cds	2037	2450	-	JDEBPH_14140		hypothetical protein	
OWC_0682	CBASS_II	OWC_0682_k121_17659925	cds	2512	3708	-	JDEBPH_14145		hypothetical protein	PFAM:PF21654.1
OWC_0688	RM_Type_IV	OWC_0688_k121_18012871	cds	4326	5303	+	JKCDEO_07415		AAA+ ATPase domain-containing protein	SO:0001217, UniRef:UniRef50_A0A538BE11
OWC_0696	CAS_Class2-Subtype-II-C	OWC_0696_k121_4904280	cds	75428	75733	-	PEKPOJ_02645		CRISPR-associated endoribonuclease Cas2	SO:0001217, UniRef:UniRef50_A0A517T5B0
OWC_0696	CAS_Class2-Subtype-II-C	OWC_0696_k121_4904280	cds	75718	76656	-	PEKPOJ_02650		CRISPR-associated endonuclease Cas1	SO:0001217, UniRef:UniRef50_A0A522MHE8
OWC_0696	CAS_Class2-Subtype-II-C	OWC_0696_k121_4904280	cds	76649	79798	-	PEKPOJ_02655		hypothetical protein	PFAM:PF13395.10, PFAM:PF18470.5, PFAM:PF18541.5
OWC_0696	RM_Type_I	OWC_0696_k121_24587283	cds	9480	12371	-	PEKPOJ_11810		Type I restriction enzyme endonuclease subunit	SO:0001217, UniRef:UniRef50_I0I471
OWC_0696	RM_Type_I	OWC_0696_k121_24587283	cds	14016	15293	-	PEKPOJ_11825		hypothetical protein	PFAM:PF01420.23
OWC_0696	RM_Type_I	OWC_0696_k121_24587283	cds	18810	20381	-	PEKPOJ_11845		site-specific DNA-methyltransferase (adenine-specific)	SO:0001217, UniRef:UniRef50_A0A7V5SKJ5
OWC_0699	DRT8	OWC_0699_k121_16417851	cds	443	2014	-	CHHEKE_08530		RNA-directed DNA polymerase	SO:0001217, UniRef:UniRef50_UPI001683F988
OWC_0699	CAS_Class1-Subtype-I-C	OWC_0699_k121_21297387	cds	285	1175	-	CHHEKE_10980		CRISPR-associated protein, Csd2 family	SO:0001217, UniRef:UniRef50_A0A1J5NQH9
OWC_0699	CAS_Class1-Subtype-I-C	OWC_0699_k121_21297387	cds	1223	3064	-	CHHEKE_10985		hypothetical protein	
OWC_0702	SoFic	OWC_0702_k121_48958436	cds	325	1536	+	MDACPG_08240		Fic family protein	SO:0001217, UniRef:UniRef50_A0A537J3Y5
OWC_0705	PARIS_II	OWC_0705_scaffold_55	cds	1050	2039	-	JGFNGO_01490		DUF4435 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1M4V1Q7
OWC_0705	PARIS_II	OWC_0705_scaffold_55	cds	2032	2880	-	JGFNGO_01495		AAA+ ATPase domain-containing protein	SO:0001217, UniRef:UniRef50_F9D1X0
OWC_0705	Menshen	OWC_0705_scaffold_371	cds	1653	2564	-	JGFNGO_04940		hypothetical protein	
OWC_0705	Menshen	OWC_0705_scaffold_371	cds	2558	3718	-	JGFNGO_04945		hypothetical protein	PFAM:PF13175.10, PFAM:PF13304.10
OWC_0705	AbiL	OWC_0705_scaffold_3048	cds	753	2123	+	JGFNGO_09265		ATPase AAA-type core domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1K1NBF7
OWC_0705	AbiL	OWC_0705_scaffold_3048	cds	2128	2796	+	JGFNGO_09270		RloB-like protein	SO:0001217, UniRef:UniRef50_A0A2H3KDF0
OWC_0705	PD-T4-9	OWC_0705_scaffold_7447	cds	4325	4747	+	JGFNGO_10570	secB	Preprotein translocase subunit SecB	SO:0001217, UniRef:UniRef50_A0A4S4GSU6
OWC_0705	PD-T4-9	OWC_0705_scaffold_7447	cds	4759	5337	+	JGFNGO_10575		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A016EQW7
OWC_0705	RM_Type_IV	OWC_0705_scaffold_18867	cds	12	1523	+	JGFNGO_11960	mcrB	McrBC restriction endonuclease system, McrB subunit, putative	SO:0001217, UniRef:UniRef50_Q7MVS2
OWC_0706	RM_Type_IV	OWC_0706_k121_5245563	cds	37	1038	+	PAODEC_01760		Restriction endonuclease	SO:0001217, UniRef:UniRef50_A0A150K7G9
OWC_0706	RM_Type_II	OWC_0706_k121_17975243	cds	782	1741	-	PAODEC_06250		BsuBI/PstI restriction endonuclease C-terminus	SO:0001217, UniRef:UniRef50_W7Y4Q9
OWC_0706	RM_Type_II	OWC_0706_k121_17975243	cds	1738	3333	-	PAODEC_06255		site-specific DNA-methyltransferase (adenine-specific)	SO:0001217, UniRef:UniRef50_A0A9E0BQL6
OWC_0712	SoFic	OWC_0712_k121_414209	cds	1680	2813	+	IGNGCF_03980		Protein adenylyltransferase	SO:0001217, UniRef:UniRef50_A0A7Y5D4K0
OWC_0714	RM_Type_IV	OWC_0714_k121_493233	cds	22205	23023	+	HPOADP_01445		FRG domain protein	SO:0001217, UniRef:UniRef50_A0A0P0FCZ8
OWC_0714	CAS_Class2-Subtype-VI-B	OWC_0714_k121_1420	cds	2067	5483	-	HPOADP_01580		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A7W5H2D6
OWC_0714	CAS_Class2-Subtype-VI-B	OWC_0714_k121_1420	cds	5492	6205	-	HPOADP_01585		hypothetical protein	
OWC_0714	CAS_Class2-Subtype-II-C	OWC_0714_k121_134603	cds	6323	10822	+	HPOADP_04045		CRISPR-associated endonuclease Cas9	SO:0001217, UniRef:UniRef50_C2M5N8
OWC_0714	CAS_Class2-Subtype-II-C	OWC_0714_k121_134603	cds	13010	14014	+	HPOADP_04060		CRISPR-associated endonuclease Cas1	SO:0001217, UniRef:UniRef50_A0A2J6H6Y3
OWC_0714	CAS_Class2-Subtype-II-C	OWC_0714_k121_134603	cds	14060	14392	+	HPOADP_04065	cas2	CRISPR-associated endonuclease Cas2	GO:0004521, GO:0043571, SO:0001217, UniRef:UniRef50_A6GZS1, UniRef:UniRef90_A0A6L9K6H1
OWC_0714	SoFic	OWC_0714_k121_353729	cds	21407	22480	+	HPOADP_04550		Adenosine monophosphate-protein transferase SoFic	SO:0001217, UniRef:UniRef50_A0A345GWY4
OWC_0714	AbiL	OWC_0714_k121_488495	cds	7954	9294	+	HPOADP_12010		ATPase AAA-type core domain-containing protein	SO:0001217, UniRef:UniRef50_K5Z8D2
OWC_0714	AbiL	OWC_0714_k121_488495	cds	9395	9856	+	HPOADP_12015	rloB	RloB domain-containing protein	SO:0001217, UniRef:UniRef50_A0A9D5X4F8
OWC_0714	pAgo_LongB	OWC_0714_k121_52784	cds	34345	36432	-	HPOADP_12470		hypothetical protein	
OWC_0714	RM_Type_I	OWC_0714_k121_52784	cds	36501	39449	-	HPOADP_12475		type I site-specific deoxyribonuclease	SO:0001217, UniRef:UniRef50_A0A0A2F224
OWC_0714	RM_Type_I	OWC_0714_k121_52784	cds	42986	44368	-	HPOADP_12495		restriction endonuclease subunit S	SO:0001217, UniRef:UniRef50_UPI0026027995
OWC_0714	RM_Type_I	OWC_0714_k121_52784	cds	44372	46237	-	HPOADP_12500		site-specific DNA-methyltransferase (adenine-specific)	SO:0001217, UniRef:UniRef50_A0A0K0Y016
OWC_0715	CBASS_I	OWC_0715_k121_25128	cds	113982	114860	+	IHMNDD_00490		Nucleotidyltransferase	SO:0001217, UniRef:UniRef50_A0A0G8G403
OWC_0715	CBASS_I	OWC_0715_k121_25128	cds	114838	115407	+	IHMNDD_00495		SMODS and SLOG-associating 2TM effector domain-containing protein	SO:0001217, UniRef:UniRef50_Q0ABP8
OWC_0715	PARIS_I	OWC_0715_k121_25128	cds	117697	118797	+	IHMNDD_00515		hypothetical protein	PFAM:PF00005.31, PFAM:PF02463.23, PFAM:PF13175.10, PFAM:PF13304.10, PFAM:PF13476.10
OWC_0715	PARIS_I	OWC_0715_k121_25128	cds	118800	119561	+	IHMNDD_00520		hypothetical protein	
OWC_0715	CAS_Class1-Subtype-I-B	OWC_0715_k121_283124	cds	1127	1390	-	IHMNDD_00585		CRISPR-associated endoribonuclease Cas2	SO:0001217, UniRef:UniRef50_A0A0S2I4A3
OWC_0715	CAS_Class1-Subtype-I-B	OWC_0715_k121_283124	cds	1390	2394	-	IHMNDD_00590	cas1b	type I-B CRISPR-associated endonuclease Cas1b	GO:0004520, GO:0043571, SO:0001217, UniRef:UniRef50_A0A399ST66, UniRef:UniRef90_A0A399ST66
OWC_0715	CAS_Class1-Subtype-I-B	OWC_0715_k121_283124	cds	2391	2903	-	IHMNDD_00595		CRISPR-associated exonuclease Cas4	SO:0001217, UniRef:UniRef50_G8UKC3
OWC_0715	CAS_Class1-Subtype-I-B	OWC_0715_k121_283124	cds	2962	5244	-	IHMNDD_00600		CRISPR-associated helicase/endonuclease Cas3	SO:0001217, UniRef:UniRef50_A0A1M3M8Z5
OWC_0715	CAS_Class1-Subtype-I-B	OWC_0715_k121_283124	cds	5241	5900	-	IHMNDD_00605	cas5b	type I-B CRISPR-associated protein Cas5b	GO:0003674, GO:0043571, SO:0001217, UniRef:UniRef50_F4KZ91, UniRef:UniRef90_A0A9E2FVD0
OWC_0715	CAS_Class1-Subtype-I-B	OWC_0715_k121_283124	cds	5900	6997	-	IHMNDD_00610	cas7i	type I-B CRISPR-associated protein Cas7/Cst2/DevR	GO:0003674, GO:0043571, SO:0001217, UniRef:UniRef50_A0A369QJ33, UniRef:UniRef90_A0A2T5C475
OWC_0715	CAS_Class1-Subtype-I-B	OWC_0715_k121_283124	cds	7010	8437	-	IHMNDD_00615		CRISPR-associated protein, Cst1 family	SO:0001217, UniRef:UniRef50_A0A0E9LTJ9
OWC_0715	CAS_Class1-Subtype-I-B	OWC_0715_k121_283124	cds	8455	9231	-	IHMNDD_00620		CRISPR-associated endoribonuclease	SO:0001217, UniRef:UniRef50_A0A6I6KD99
OWC_0715	CAS_Class1-Subtype-I-B	OWC_0715_k121_283124	cds	9266	10198	-	IHMNDD_00625		WYL domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0L8VFG1
OWC_0715	RM_Type_IIG	OWC_0715_k121_378829	cds	16970	19900	+	IHMNDD_00765		Site-specific DNA-methyltransferase (adenine-specific)	SO:0001217, UniRef:UniRef50_A0A6A4UKD6
OWC_0715	RM_Type_II	OWC_0715_k121_4293964	cds	27208	28062	+	IHMNDD_03095		hypothetical protein	
OWC_0715	RM_Type_II	OWC_0715_k121_4293964	cds	28067	29179	+	IHMNDD_03100		Restriction endonuclease	SO:0001217, UniRef:UniRef50_I3CUV4
OWC_0715	AbiL	OWC_0715_k121_12369220	cds	5420	6133	-	IHMNDD_09875	rloB	RloB domain-containing protein	SO:0001217, UniRef:UniRef50_A0A521VQ28
OWC_0715	AbiL	OWC_0715_k121_12369220	cds	6118	7410	-	IHMNDD_09880		ATPase AAA-type core domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1W2H7S4
OWC_0715	Hna	OWC_0715_k121_14564367	cds	26337	28859	-	IHMNDD_10270		Helicase ATP-binding domain-containing protein	SO:0001217, UniRef:UniRef50_O87242
OWC_0715	RM_Type_I	OWC_0715_k121_14673645	cds	7587	9362	+	IHMNDD_10405		site-specific DNA-methyltransferase (adenine-specific)	SO:0001217, UniRef:UniRef50_A0A2W6MXZ2
OWC_0715	RM_Type_I	OWC_0715_k121_14673645	cds	9359	10681	+	IHMNDD_10410		Type I restriction enzyme S subunit	SO:0001217, UniRef:UniRef50_A0A841MND9
OWC_0715	RM_Type_I	OWC_0715_k121_14673645	cds	12337	15303	+	IHMNDD_10425		type I site-specific deoxyribonuclease	SO:0001217, UniRef:UniRef50_A0A1B7WAQ3
OWC_0715	AbiD	OWC_0715_k121_14673645	cds	15611	16507	+	IHMNDD_10430		Abortive phage resistance protein	SO:0001217, UniRef:UniRef50_A0A256WJ06
OWC_0715	pAgo_LongB	OWC_0715_k121_14673645	cds	17968	20040	+	IHMNDD_10445		Protein argonaute	SO:0001217, UniRef:UniRef50_G0IWK9
OWC_0715	Menshen	OWC_0715_k121_14818583	cds	22272	23108	-	IHMNDD_10685		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A484HJM2
OWC_0715	Menshen	OWC_0715_k121_14818583	cds	23110	24207	-	IHMNDD_10690		DUF3696 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1F3K7C4
OWC_0715	Menshen	OWC_0715_k121_14818583	cds	24204	25100	-	IHMNDD_10695		DUF262 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2D9FV28
OWC_0715	Lamassu-Cap4_nuclease	OWC_0715_k121_16775649	cds	3091	4959	-	IHMNDD_11930		DUF3732 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A085B748
OWC_0715	Lamassu-Cap4_nuclease	OWC_0715_k121_16775649	cds	4956	5411	-	IHMNDD_11935		hypothetical protein	SO:0001217, UniRef:UniRef50_K1FVF3
OWC_0715	Lamassu-Cap4_nuclease	OWC_0715_k121_16775649	cds	5408	6619	-	IHMNDD_11940		ABC-three component systems C-terminal domain-containing protein	SO:0001217, UniRef:UniRef50_K1G0Q5
OWC_0715	CAS_Class2-Subtype-VI-B	OWC_0715_k121_18888138	cds	102773	106021	+	IHMNDD_13590		hypothetical protein	
OWC_0715	RM_Type_I	OWC_0715_k121_22439906	cds	16363	18447	+	IHMNDD_16740		site-specific DNA-methyltransferase (adenine-specific)	SO:0001217, UniRef:UniRef50_A0A6G8F0L6
OWC_0715	RM_Type_I	OWC_0715_k121_22439906	cds	18444	19766	+	IHMNDD_16745		Type I restriction modification DNA specificity domain-containing protein	SO:0001217, UniRef:UniRef50_A0A7Y0D4G2
OWC_0715	RM_Type_I	OWC_0715_k121_22439906	cds	21259	24603	+	IHMNDD_16760		type I site-specific deoxyribonuclease	SO:0001217, UniRef:UniRef50_A0A410G1T2
OWC_0715	Septu	OWC_0715_k121_22439906	cds	24614	26761	+	IHMNDD_16765		hypothetical protein	PFAM:PF00005.31, PFAM:PF13175.10, PFAM:PF13304.10
OWC_0715	Septu	OWC_0715_k121_22439906	cds	26754	27956	+	IHMNDD_16770		hypothetical protein	
OWC_0715	pAgo_LongB	OWC_0715_k121_22439906	cds	27976	30066	+	IHMNDD_16775		hypothetical protein	
OWC_0715	RM_Type_II	OWC_0715_k121_22700825	cds	8590	9507	+	IHMNDD_17055		Type-2 restriction enzyme EcoRV	SO:0001217, UniRef:UniRef50_A0A949VMB1
OWC_0715	RM_Type_II	OWC_0715_k121_22700825	cds	9504	10427	+	IHMNDD_17060		Type II methyltransferase M-EcoRV	SO:0001217, UniRef:UniRef50_P04393
OWC_0715	Septu	OWC_0715_k121_24944851	cds	36251	37573	+	IHMNDD_18555		ATPase AAA-type core domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0A1VXQ6
OWC_0715	Septu	OWC_0715_k121_24944851	cds	37570	38250	+	IHMNDD_18560		retron system putative HNH endonuclease	SO:0001217, UniRef:UniRef50_UPI002059E102
OWC_0719	SoFic	OWC_0719_scaffold36401	cds	1532	2671	+	GDEIJA_06595		Protein adenylyltransferase	SO:0001217, UniRef:UniRef50_A0A2S6HA62
OWC_0721	RM_Type_I	OWC_0721_k121_347194	cds	1338	2804	-	MLHAIE_00940		site-specific DNA-methyltransferase (adenine-specific)	SO:0001217, UniRef:UniRef50_W7Q718
OWC_0721	RM_Type_I	OWC_0721_k121_347194	cds	2801	5155	-	MLHAIE_00945		Type I restriction enzyme EcoAI endonuclease subunit	SO:0001217, UniRef:UniRef50_Q07736
OWC_0721	SanaTA	OWC_0721_k121_238675	cds	860	1477	+	MLHAIE_02190		Type IV toxin-antitoxin system AbiEi family antitoxin domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1C7H097
OWC_0721	SanaTA	OWC_0721_k121_238675	cds	1477	2490	+	MLHAIE_02195		Nucleotidyl transferase AbiEii/AbiGii toxin family protein	SO:0001217, UniRef:UniRef50_A0A1C7GZ73
OWC_0721	pAgo_LongB	OWC_0721_k121_20849	cds	65	2059	+	MLHAIE_03440		Protein argonaute	SO:0001217, UniRef:UniRef50_A0A3D9N3R8
OWC_0721	RM_Type_IV	OWC_0721_k121_280791	cds	9153	11261	-	MLHAIE_08050		hypothetical protein	PFAM:PF07728.18
OWC_0721	SEFIR	OWC_0721_k121_356342	cds	823	1737	-	MLHAIE_10135		SEFIR domain-containing protein	SO:0001217, UniRef:UniRef50_I9U3J8
OWC_0721	PARIS_II_merge	OWC_0721_k121_506956	cds	6553	8085	-	MLHAIE_13490		DUF4435 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0F5J9F2
OWC_0721	CAS_Class1-Subtype-I-B	OWC_0721_k121_382148	cds	695	1189	+	MLHAIE_14975		hypothetical protein	PFAM:PF13280.10
OWC_0721	CAS_Class1-Subtype-I-B	OWC_0721_k121_382148	cds	1260	1919	+	MLHAIE_14980		hypothetical protein	PFAM:PF01881.20
OWC_0721	CAS_Class1-Subtype-I-B	OWC_0721_k121_382148	cds	1932	2498	+	MLHAIE_14985		CRISPR-associated protein Cas5	SO:0001217, UniRef:UniRef50_A0A0A2G326
OWC_0721	CAS_Class1-Subtype-I-B	OWC_0721_k121_382148	cds	2495	4627	+	MLHAIE_14990		CRISPR-associated helicase Cas3	SO:0001217, UniRef:UniRef50_A0A953HW98
OWC_0721	CAS_Class1-Subtype-I-B	OWC_0721_k121_382148	cds	4639	5430	+	MLHAIE_14995		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A6G1VPG9
OWC_0728	MazEF	OWC_0728_k121_33394740	cds	266	511	+	NMIKGM_05090		SpoVT-AbrB domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1V6B6B8
OWC_0728	MazEF	OWC_0728_k121_33394740	cds	502	825	+	NMIKGM_05095		mRNA interferase	SO:0001217, UniRef:UniRef50_A0A1V5MZ09
OWC_0728	CAS_Class1-Subtype-I-C	OWC_0728_k121_63166977	cds	13786	16239	+	NMIKGM_07105		CRISPR-associated helicase Cas3	SO:0001217, UniRef:UniRef50_A0A3A4S622
OWC_0728	CAS_Class1-Subtype-I-C	OWC_0728_k121_63166977	cds	16243	16992	+	NMIKGM_07110		pre-crRNA processing endonuclease	SO:0001217, UniRef:UniRef50_Q9KFY3
OWC_0728	CAS_Class1-Subtype-I-C	OWC_0728_k121_63166977	cds	16989	18908	+	NMIKGM_07115		Type I-C CRISPR-associated protein Cas8c/Csd1	SO:0001217, UniRef:UniRef50_A0A3C0QZE6
OWC_0728	CAS_Class1-Subtype-I-C	OWC_0728_k121_63166977	cds	18920	19789	+	NMIKGM_07120		Type I-C CRISPR-associated protein Cas7/Csd2	SO:0001217, UniRef:UniRef50_A0A7U9MX62
OWC_0729	RM_Type_II	OWC_0729_scaffold_949	cds	5177	5950	+	JNFPGJ_04745		hypothetical protein	
OWC_0729	RM_Type_II	OWC_0729_scaffold_949	cds	5947	6741	+	JNFPGJ_04750		MvaI/BcnI restriction endonuclease family protein	SO:0001217, UniRef:UniRef50_A0A972GEY6
OWC_0729	AbiE	OWC_0729_scaffold_14743	cds	2604	3326	+	JNFPGJ_05585		Type IV toxin-antitoxin system AbiEi family antitoxin domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3D5Z102, UniRef:UniRef90_A0A7X7DQ52
OWC_0729	AbiE	OWC_0729_scaffold_14743	cds	3323	4393	+	JNFPGJ_05590		Nucleotidyl transferase AbiEii/AbiGii toxin family protein	SO:0001217, UniRef:UniRef50_A7M3Q0, UniRef:UniRef90_A0A2N2Z1X0
OWC_0729	AbiH	OWC_0729_scaffold_273	cds	408	1457	+	JNFPGJ_06140		hypothetical protein	
OWC_0729	Gao_Iet	OWC_0729_scaffold_273	cds	4117	6477	-	JNFPGJ_06165		Peptidase S8/S53 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A257L7P6
OWC_0729	Gao_Iet	OWC_0729_scaffold_273	cds	6480	7571	-	JNFPGJ_06170		hypothetical protein	PFAM:PF00004.33, PFAM:PF07728.18
OWC_0729	RM_Type_III	OWC_0729_scaffold_273	cds	8425	10512	+	JNFPGJ_06180		site-specific DNA-methyltransferase (adenine-specific)	SO:0001217, UniRef:UniRef50_N9GPM5
OWC_0729	RM_Type_III	OWC_0729_scaffold_273	cds	12212	15313	+	JNFPGJ_06195		Helicase	SO:0001217, UniRef:UniRef50_A0A928KIV3
OWC_0729	RM_Type_IIG	OWC_0729_scaffold_4860	cds	1489	6411	-	JNFPGJ_08175		site-specific DNA-methyltransferase (adenine-specific)	SO:0001217, UniRef:UniRef50_A0A1H6FAP1
OWC_0729	AbiE	OWC_0729_scaffold_4860	cds	6710	7501	-	JNFPGJ_08185		Nucleotidyl transferase AbiEii/AbiGii toxin family protein	SO:0001217, UniRef:UniRef50_E6SWH7
OWC_0729	AbiE	OWC_0729_scaffold_4860	cds	7498	8310	-	JNFPGJ_08190		AbiEi antitoxin C-terminal domain-containing protein	SO:0001217, UniRef:UniRef50_A0A069D7C7
